SQL_Table_Name;1C_Metadata_Name;Table_Purpose
Enum1549;Перечисление.ПараметрыПодключенияК1СОтчетности;Основная
Enum1550;Перечисление.ПараметрыПодключенияКОблачнойПодписи;Основная
Enum1551;Перечисление.ПереченьПособийСоциальногоСтрахования;Основная
Enum1552;Перечисление.ПериодЗагрузкиПредыдущихПисем;Основная
Enum1553;Перечисление.ПериодичностиРасписанийРассылокОтчетов;Основная
Enum1554;Перечисление.Периодичность;Основная
Enum1555;Перечисление.ПериодичностьПериодовДействия;Основная
Enum1556;Перечисление.ПериодОчисткиФайлов;Основная
Enum1557;Перечисление.ПериодХраненияИсторииОпераций;Основная
Enum1558;Перечисление.ПериодыВыгрузкиВМобильноеПриложение;Основная
Enum1559;Перечисление.ПериодыНахожденияЖивотныхНаТерриторииТСВЕТИС;Основная
Enum1560;Перечисление.ПериодыОтсрочкиУдаленияУстаревшихДокументов;Основная
